model,num_characters,num_actions,question_type,question,expected,predicted,correct,story_len
first_state_baseline,10,20,location,,office,office,True,
random_baseline,10,20,mood,,nervous,excited,False,
first_state_baseline,10,20,mood,,nervous,nervous,True,
random_baseline,10,20,holding,,coin,apple,False,
first_state_baseline,10,20,holding,,coin,nothing,False,
random_baseline,10,20,location,,garden,kitchen,False,
first_state_baseline,10,20,location,,garden,garden,True,
random_baseline,10,20,mood,,confident,tired,False,
first_state_baseline,10,20,mood,,confident,confident,True,
random_baseline,10,20,holding,,nothing,hat,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,kitchen,garden,False,
first_state_baseline,10,20,location,,kitchen,kitchen,True,
random_baseline,10,20,mood,,tired,sad,False,
first_state_baseline,10,20,mood,,tired,happy,False,
random_baseline,10,20,holding,,nothing,coin,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,bedroom,bathroom,False,
first_state_baseline,10,20,location,,bedroom,bedroom,True,
random_baseline,10,20,mood,,curious,happy,False,
first_state_baseline,10,20,mood,,curious,curious,True,
random_baseline,10,20,holding,,nothing,bag,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,kitchen,garden,False,
first_state_baseline,10,20,location,,kitchen,kitchen,True,
random_baseline,10,20,mood,,calm,nervous,False,
first_state_baseline,10,20,mood,,calm,calm,True,
random_baseline,10,20,holding,,nothing,umbrella,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,kitchen,bathroom,False,
first_state_baseline,10,20,location,,kitchen,basement,False,
random_baseline,10,20,mood,,tired,sad,False,
first_state_baseline,10,20,mood,,tired,tired,True,
random_baseline,10,20,holding,,hat,pen,False,
first_state_baseline,10,20,holding,,hat,nothing,False,
random_baseline,10,20,location,,basement,garden,False,
first_state_baseline,10,20,location,,basement,basement,True,
random_baseline,10,20,mood,,curious,sad,False,
first_state_baseline,10,20,mood,,curious,curious,True,
random_baseline,10,20,holding,,nothing,pen,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,kitchen,library,False,
first_state_baseline,10,20,location,,kitchen,office,False,
random_baseline,10,20,mood,,calm,calm,True,
first_state_baseline,10,20,mood,,calm,calm,True,
random_baseline,10,20,holding,,pen,apple,False,
first_state_baseline,10,20,holding,,pen,nothing,False,
random_baseline,10,20,location,,office,hallway,False,
first_state_baseline,10,20,location,,office,office,True,
random_baseline,10,20,mood,,confident,calm,False,
first_state_baseline,10,20,mood,,confident,confident,True,
random_baseline,10,20,holding,,ball,apple,False,
first_state_baseline,10,20,holding,,ball,nothing,False,
random_baseline,10,20,location,,basement,garden,False,
first_state_baseline,10,20,location,,basement,office,False,
random_baseline,10,20,mood,,sad,nervous,False,
first_state_baseline,10,20,mood,,sad,sad,True,
random_baseline,10,20,holding,,nothing,pen,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,garden,kitchen,False,
first_state_baseline,10,20,location,,garden,garden,True,
random_baseline,10,20,mood,,excited,confident,False,
first_state_baseline,10,20,mood,,excited,tired,False,
random_baseline,10,20,holding,,nothing,nothing,True,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,kitchen,bathroom,False,
first_state_baseline,10,20,location,,kitchen,bedroom,False,
random_baseline,10,20,mood,,tired,confident,False,
first_state_baseline,10,20,mood,,tired,tired,True,
random_baseline,10,20,holding,,nothing,pen,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,library,library,True,
first_state_baseline,10,20,location,,library,hallway,False,
random_baseline,10,20,mood,,nervous,sad,False,
first_state_baseline,10,20,mood,,nervous,happy,False,
random_baseline,10,20,holding,,nothing,hat,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,kitchen,basement,False,
first_state_baseline,10,20,location,,kitchen,bedroom,False,
random_baseline,10,20,mood,,calm,nervous,False,
first_state_baseline,10,20,mood,,calm,nervous,False,
random_baseline,10,20,holding,,key,phone,False,
first_state_baseline,10,20,holding,,key,nothing,False,
random_baseline,10,20,location,,kitchen,bathroom,False,
first_state_baseline,10,20,location,,kitchen,kitchen,True,
random_baseline,10,20,mood,,sad,tired,False,
first_state_baseline,10,20,mood,,sad,sad,True,
random_baseline,10,20,holding,,key,umbrella,False,
first_state_baseline,10,20,holding,,key,nothing,False,
random_baseline,10,20,location,,office,library,False,
first_state_baseline,10,20,location,,office,office,True,
random_baseline,10,20,mood,,curious,confident,False,
first_state_baseline,10,20,mood,,curious,curious,True,
random_baseline,10,20,holding,,nothing,key,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,bedroom,bathroom,False,
first_state_baseline,10,20,location,,bedroom,garden,False,
random_baseline,10,20,mood,,nervous,confident,False,
first_state_baseline,10,20,mood,,nervous,nervous,True,
random_baseline,10,20,holding,,nothing,key,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,kitchen,hallway,False,
first_state_baseline,10,20,location,,kitchen,hallway,False,
random_baseline,10,20,mood,,calm,calm,True,
first_state_baseline,10,20,mood,,calm,calm,True,
random_baseline,10,20,holding,,umbrella,apple,False,
first_state_baseline,10,20,holding,,umbrella,nothing,False,
random_baseline,10,20,location,,kitchen,office,False,
first_state_baseline,10,20,location,,kitchen,bedroom,False,
random_baseline,10,20,mood,,curious,tired,False,
first_state_baseline,10,20,mood,,curious,nervous,False,
random_baseline,10,20,holding,,nothing,phone,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,kitchen,office,False,
first_state_baseline,10,20,location,,kitchen,garden,False,
random_baseline,10,20,mood,,excited,confident,False,
first_state_baseline,10,20,mood,,excited,excited,True,
random_baseline,10,20,holding,,nothing,nothing,True,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,basement,garden,False,
first_state_baseline,10,20,location,,basement,basement,True,
random_baseline,10,20,mood,,curious,nervous,False,
first_state_baseline,10,20,mood,,curious,curious,True,
random_baseline,10,20,holding,,nothing,nothing,True,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,library,hallway,False,
first_state_baseline,10,20,location,,library,library,True,
random_baseline,10,20,mood,,nervous,confident,False,
first_state_baseline,10,20,mood,,nervous,nervous,True,
random_baseline,10,20,holding,,nothing,pen,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,library,hallway,False,
first_state_baseline,10,20,location,,library,library,True,
random_baseline,10,20,mood,,curious,tired,False,
first_state_baseline,10,20,mood,,curious,curious,True,
random_baseline,10,20,holding,,pen,bag,False,
first_state_baseline,10,20,holding,,pen,nothing,False,
random_baseline,10,20,location,,library,bedroom,False,
first_state_baseline,10,20,location,,library,library,True,
random_baseline,10,20,mood,,sad,confident,False,
first_state_baseline,10,20,mood,,sad,sad,True,
random_baseline,10,20,holding,,nothing,ball,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,bathroom,bathroom,True,
first_state_baseline,10,20,location,,bathroom,bathroom,True,
random_baseline,10,20,mood,,tired,happy,False,
first_state_baseline,10,20,mood,,tired,tired,True,
random_baseline,10,20,holding,,nothing,phone,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,10,20,location,,kitchen,garden,False,
first_state_baseline,10,20,location,,kitchen,kitchen,True,
random_baseline,10,20,mood,,excited,tired,False,
first_state_baseline,10,20,mood,,excited,excited,True,
random_baseline,10,20,holding,,nothing,coin,False,
first_state_baseline,10,20,holding,,nothing,nothing,True,
random_baseline,12,5,location,,bathroom,library,False,
first_state_baseline,12,5,location,,bathroom,bathroom,True,
random_baseline,12,5,mood,,nervous,happy,False,
first_state_baseline,12,5,mood,,nervous,nervous,True,
random_baseline,12,5,holding,,nothing,apple,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,library,basement,False,
first_state_baseline,12,5,location,,library,library,True,
random_baseline,12,5,mood,,curious,confident,False,
first_state_baseline,12,5,mood,,curious,curious,True,
random_baseline,12,5,holding,,nothing,ball,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,bedroom,bedroom,True,
first_state_baseline,12,5,location,,bedroom,bedroom,True,
random_baseline,12,5,mood,,tired,calm,False,
first_state_baseline,12,5,mood,,tired,tired,True,
random_baseline,12,5,holding,,nothing,book,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,bedroom,garden,False,
first_state_baseline,12,5,location,,bedroom,bedroom,True,
random_baseline,12,5,mood,,nervous,sad,False,
first_state_baseline,12,5,mood,,nervous,nervous,True,
random_baseline,12,5,holding,,nothing,nothing,True,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,office,bathroom,False,
first_state_baseline,12,5,location,,office,office,True,
random_baseline,12,5,mood,,sad,tired,False,
first_state_baseline,12,5,mood,,sad,curious,False,
random_baseline,12,5,holding,,nothing,book,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,kitchen,bathroom,False,
first_state_baseline,12,5,location,,kitchen,kitchen,True,
random_baseline,12,5,mood,,excited,excited,True,
first_state_baseline,12,5,mood,,excited,excited,True,
random_baseline,12,5,holding,,nothing,apple,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,basement,bedroom,False,
first_state_baseline,12,5,location,,basement,basement,True,
random_baseline,12,5,mood,,happy,calm,False,
first_state_baseline,12,5,mood,,happy,happy,True,
random_baseline,12,5,holding,,nothing,ball,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,garden,library,False,
first_state_baseline,12,5,location,,garden,garden,True,
random_baseline,12,5,mood,,excited,curious,False,
first_state_baseline,12,5,mood,,excited,excited,True,
random_baseline,12,5,holding,,nothing,nothing,True,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,bedroom,kitchen,False,
first_state_baseline,12,5,location,,bedroom,bedroom,True,
random_baseline,12,5,mood,,happy,nervous,False,
first_state_baseline,12,5,mood,,happy,happy,True,
random_baseline,12,5,holding,,nothing,nothing,True,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,hallway,office,False,
first_state_baseline,12,5,location,,hallway,hallway,True,
random_baseline,12,5,mood,,confident,calm,False,
first_state_baseline,12,5,mood,,confident,confident,True,
random_baseline,12,5,holding,,nothing,key,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,office,kitchen,False,
first_state_baseline,12,5,location,,office,office,True,
random_baseline,12,5,mood,,confident,sad,False,
first_state_baseline,12,5,mood,,confident,confident,True,
random_baseline,12,5,holding,,nothing,nothing,True,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,garden,bedroom,False,
first_state_baseline,12,5,location,,garden,garden,True,
random_baseline,12,5,mood,,sad,calm,False,
first_state_baseline,12,5,mood,,sad,calm,False,
random_baseline,12,5,holding,,nothing,apple,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,bathroom,bathroom,True,
first_state_baseline,12,5,location,,bathroom,bathroom,True,
random_baseline,12,5,mood,,happy,nervous,False,
first_state_baseline,12,5,mood,,happy,happy,True,
random_baseline,12,5,holding,,nothing,bag,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,garden,hallway,False,
first_state_baseline,12,5,location,,garden,garden,True,
random_baseline,12,5,mood,,nervous,excited,False,
first_state_baseline,12,5,mood,,nervous,nervous,True,
random_baseline,12,5,holding,,nothing,apple,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,office,basement,False,
first_state_baseline,12,5,location,,office,office,True,
random_baseline,12,5,mood,,nervous,nervous,True,
first_state_baseline,12,5,mood,,nervous,confident,False,
random_baseline,12,5,holding,,nothing,book,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,hallway,office,False,
first_state_baseline,12,5,location,,hallway,hallway,True,
random_baseline,12,5,mood,,sad,happy,False,
first_state_baseline,12,5,mood,,sad,sad,True,
random_baseline,12,5,holding,,nothing,hat,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,basement,basement,True,
first_state_baseline,12,5,location,,basement,bathroom,False,
random_baseline,12,5,mood,,happy,tired,False,
first_state_baseline,12,5,mood,,happy,happy,True,
random_baseline,12,5,holding,,nothing,nothing,True,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,basement,bathroom,False,
first_state_baseline,12,5,location,,basement,basement,True,
random_baseline,12,5,mood,,calm,happy,False,
first_state_baseline,12,5,mood,,calm,calm,True,
random_baseline,12,5,holding,,nothing,hat,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,kitchen,bedroom,False,
first_state_baseline,12,5,location,,kitchen,kitchen,True,
random_baseline,12,5,mood,,sad,calm,False,
first_state_baseline,12,5,mood,,sad,sad,True,
random_baseline,12,5,holding,,hat,umbrella,False,
first_state_baseline,12,5,holding,,hat,nothing,False,
random_baseline,12,5,location,,hallway,bathroom,False,
first_state_baseline,12,5,location,,hallway,hallway,True,
random_baseline,12,5,mood,,calm,confident,False,
first_state_baseline,12,5,mood,,calm,calm,True,
random_baseline,12,5,holding,,nothing,key,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,bathroom,kitchen,False,
first_state_baseline,12,5,location,,bathroom,bathroom,True,
random_baseline,12,5,mood,,curious,sad,False,
first_state_baseline,12,5,mood,,curious,curious,True,
random_baseline,12,5,holding,,apple,pen,False,
first_state_baseline,12,5,holding,,apple,nothing,False,
random_baseline,12,5,location,,bedroom,basement,False,
first_state_baseline,12,5,location,,bedroom,bedroom,True,
random_baseline,12,5,mood,,excited,sad,False,
first_state_baseline,12,5,mood,,excited,excited,True,
random_baseline,12,5,holding,,nothing,ball,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,garden,bedroom,False,
first_state_baseline,12,5,location,,garden,garden,True,
random_baseline,12,5,mood,,excited,tired,False,
first_state_baseline,12,5,mood,,excited,excited,True,
random_baseline,12,5,holding,,nothing,coin,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,office,kitchen,False,
first_state_baseline,12,5,location,,office,office,True,
random_baseline,12,5,mood,,sad,excited,False,
first_state_baseline,12,5,mood,,sad,sad,True,
random_baseline,12,5,holding,,nothing,hat,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,garden,library,False,
first_state_baseline,12,5,location,,garden,garden,True,
random_baseline,12,5,mood,,curious,sad,False,
first_state_baseline,12,5,mood,,curious,curious,True,
random_baseline,12,5,holding,,nothing,book,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,bedroom,basement,False,
first_state_baseline,12,5,location,,bedroom,bedroom,True,
random_baseline,12,5,mood,,nervous,nervous,True,
first_state_baseline,12,5,mood,,nervous,nervous,True,
random_baseline,12,5,holding,,nothing,nothing,True,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,bathroom,office,False,
first_state_baseline,12,5,location,,bathroom,bathroom,True,
random_baseline,12,5,mood,,calm,excited,False,
first_state_baseline,12,5,mood,,calm,calm,True,
random_baseline,12,5,holding,,umbrella,key,False,
first_state_baseline,12,5,holding,,umbrella,nothing,False,
random_baseline,12,5,location,,office,kitchen,False,
first_state_baseline,12,5,location,,office,office,True,
random_baseline,12,5,mood,,nervous,sad,False,
first_state_baseline,12,5,mood,,nervous,nervous,True,
random_baseline,12,5,holding,,nothing,bag,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,library,office,False,
first_state_baseline,12,5,location,,library,library,True,
random_baseline,12,5,mood,,nervous,nervous,True,
first_state_baseline,12,5,mood,,nervous,nervous,True,
random_baseline,12,5,holding,,nothing,coin,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,basement,office,False,
first_state_baseline,12,5,location,,basement,basement,True,
random_baseline,12,5,mood,,sad,sad,True,
first_state_baseline,12,5,mood,,sad,sad,True,
random_baseline,12,5,holding,,nothing,phone,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,bathroom,kitchen,False,
first_state_baseline,12,5,location,,bathroom,bathroom,True,
random_baseline,12,5,mood,,tired,happy,False,
first_state_baseline,12,5,mood,,tired,tired,True,
random_baseline,12,5,holding,,nothing,umbrella,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,hallway,hallway,True,
first_state_baseline,12,5,location,,hallway,library,False,
random_baseline,12,5,mood,,nervous,confident,False,
first_state_baseline,12,5,mood,,nervous,nervous,True,
random_baseline,12,5,holding,,nothing,bag,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,library,garden,False,
first_state_baseline,12,5,location,,library,library,True,
random_baseline,12,5,mood,,excited,confident,False,
first_state_baseline,12,5,mood,,excited,excited,True,
random_baseline,12,5,holding,,nothing,bag,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,kitchen,bedroom,False,
first_state_baseline,12,5,location,,kitchen,kitchen,True,
random_baseline,12,5,mood,,sad,excited,False,
first_state_baseline,12,5,mood,,sad,sad,True,
random_baseline,12,5,holding,,nothing,bag,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,office,hallway,False,
first_state_baseline,12,5,location,,office,office,True,
random_baseline,12,5,mood,,sad,tired,False,
first_state_baseline,12,5,mood,,sad,sad,True,
random_baseline,12,5,holding,,nothing,phone,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,5,location,,basement,kitchen,False,
first_state_baseline,12,5,location,,basement,basement,True,
random_baseline,12,5,mood,,excited,excited,True,
first_state_baseline,12,5,mood,,excited,excited,True,
random_baseline,12,5,holding,,nothing,bag,False,
first_state_baseline,12,5,holding,,nothing,nothing,True,
random_baseline,12,10,location,,office,library,False,
first_state_baseline,12,10,location,,office,office,True,
random_baseline,12,10,mood,,nervous,excited,False,
first_state_baseline,12,10,mood,,nervous,nervous,True,
random_baseline,12,10,holding,,nothing,bag,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,bathroom,bathroom,True,
first_state_baseline,12,10,location,,bathroom,bathroom,True,
random_baseline,12,10,mood,,confident,nervous,False,
first_state_baseline,12,10,mood,,confident,confident,True,
random_baseline,12,10,holding,,book,book,True,
first_state_baseline,12,10,holding,,book,nothing,False,
random_baseline,12,10,location,,basement,basement,True,
first_state_baseline,12,10,location,,basement,basement,True,
random_baseline,12,10,mood,,confident,calm,False,
first_state_baseline,12,10,mood,,confident,confident,True,
random_baseline,12,10,holding,,nothing,ball,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,bedroom,bedroom,True,
first_state_baseline,12,10,location,,bedroom,bedroom,True,
random_baseline,12,10,mood,,happy,calm,False,
first_state_baseline,12,10,mood,,happy,happy,True,
random_baseline,12,10,holding,,nothing,coin,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,hallway,office,False,
first_state_baseline,12,10,location,,hallway,hallway,True,
random_baseline,12,10,mood,,excited,excited,True,
first_state_baseline,12,10,mood,,excited,tired,False,
random_baseline,12,10,holding,,phone,nothing,False,
first_state_baseline,12,10,holding,,phone,nothing,False,
random_baseline,12,10,location,,hallway,library,False,
first_state_baseline,12,10,location,,hallway,bedroom,False,
random_baseline,12,10,mood,,nervous,calm,False,
first_state_baseline,12,10,mood,,nervous,calm,False,
random_baseline,12,10,holding,,nothing,nothing,True,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,kitchen,hallway,False,
first_state_baseline,12,10,location,,kitchen,kitchen,True,
random_baseline,12,10,mood,,nervous,excited,False,
first_state_baseline,12,10,mood,,nervous,nervous,True,
random_baseline,12,10,holding,,bag,pen,False,
first_state_baseline,12,10,holding,,bag,nothing,False,
random_baseline,12,10,location,,bathroom,bathroom,True,
first_state_baseline,12,10,location,,bathroom,bathroom,True,
random_baseline,12,10,mood,,confident,curious,False,
first_state_baseline,12,10,mood,,confident,confident,True,
random_baseline,12,10,holding,,nothing,nothing,True,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,library,bedroom,False,
first_state_baseline,12,10,location,,library,library,True,
random_baseline,12,10,mood,,confident,calm,False,
first_state_baseline,12,10,mood,,confident,confident,True,
random_baseline,12,10,holding,,nothing,pen,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,basement,bedroom,False,
first_state_baseline,12,10,location,,basement,basement,True,
random_baseline,12,10,mood,,calm,nervous,False,
first_state_baseline,12,10,mood,,calm,calm,True,
random_baseline,12,10,holding,,nothing,ball,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,hallway,garden,False,
first_state_baseline,12,10,location,,hallway,hallway,True,
random_baseline,12,10,mood,,happy,nervous,False,
first_state_baseline,12,10,mood,,happy,sad,False,
random_baseline,12,10,holding,,hat,bag,False,
first_state_baseline,12,10,holding,,hat,nothing,False,
random_baseline,12,10,location,,bedroom,library,False,
first_state_baseline,12,10,location,,bedroom,bedroom,True,
random_baseline,12,10,mood,,confident,tired,False,
first_state_baseline,12,10,mood,,confident,confident,True,
random_baseline,12,10,holding,,nothing,hat,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,office,library,False,
first_state_baseline,12,10,location,,office,office,True,
random_baseline,12,10,mood,,nervous,calm,False,
first_state_baseline,12,10,mood,,nervous,nervous,True,
random_baseline,12,10,holding,,nothing,coin,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,library,bathroom,False,
first_state_baseline,12,10,location,,library,library,True,
random_baseline,12,10,mood,,tired,nervous,False,
first_state_baseline,12,10,mood,,tired,tired,True,
random_baseline,12,10,holding,,nothing,book,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,basement,office,False,
first_state_baseline,12,10,location,,basement,basement,True,
random_baseline,12,10,mood,,calm,curious,False,
first_state_baseline,12,10,mood,,calm,confident,False,
random_baseline,12,10,holding,,nothing,pen,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,bedroom,office,False,
first_state_baseline,12,10,location,,bedroom,bedroom,True,
random_baseline,12,10,mood,,tired,curious,False,
first_state_baseline,12,10,mood,,tired,tired,True,
random_baseline,12,10,holding,,nothing,ball,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,kitchen,basement,False,
first_state_baseline,12,10,location,,kitchen,kitchen,True,
random_baseline,12,10,mood,,confident,curious,False,
first_state_baseline,12,10,mood,,confident,confident,True,
random_baseline,12,10,holding,,nothing,hat,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,bathroom,bedroom,False,
first_state_baseline,12,10,location,,bathroom,bathroom,True,
random_baseline,12,10,mood,,confident,tired,False,
first_state_baseline,12,10,mood,,confident,nervous,False,
random_baseline,12,10,holding,,nothing,hat,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,garden,kitchen,False,
first_state_baseline,12,10,location,,garden,bedroom,False,
random_baseline,12,10,mood,,sad,confident,False,
first_state_baseline,12,10,mood,,sad,sad,True,
random_baseline,12,10,holding,,umbrella,ball,False,
first_state_baseline,12,10,holding,,umbrella,nothing,False,
random_baseline,12,10,location,,hallway,garden,False,
first_state_baseline,12,10,location,,hallway,hallway,True,
random_baseline,12,10,mood,,confident,calm,False,
first_state_baseline,12,10,mood,,confident,confident,True,
random_baseline,12,10,holding,,nothing,book,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,bedroom,bedroom,True,
first_state_baseline,12,10,location,,bedroom,bedroom,True,
random_baseline,12,10,mood,,confident,nervous,False,
first_state_baseline,12,10,mood,,confident,confident,True,
random_baseline,12,10,holding,,nothing,book,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,hallway,bathroom,False,
first_state_baseline,12,10,location,,hallway,hallway,True,
random_baseline,12,10,mood,,confident,nervous,False,
first_state_baseline,12,10,mood,,confident,excited,False,
random_baseline,12,10,holding,,nothing,ball,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,bedroom,garden,False,
first_state_baseline,12,10,location,,bedroom,bedroom,True,
random_baseline,12,10,mood,,curious,excited,False,
first_state_baseline,12,10,mood,,curious,curious,True,
random_baseline,12,10,holding,,nothing,umbrella,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,kitchen,kitchen,True,
first_state_baseline,12,10,location,,kitchen,kitchen,True,
random_baseline,12,10,mood,,calm,nervous,False,
first_state_baseline,12,10,mood,,calm,calm,True,
random_baseline,12,10,holding,,nothing,hat,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,kitchen,kitchen,True,
first_state_baseline,12,10,location,,kitchen,kitchen,True,
random_baseline,12,10,mood,,excited,curious,False,
first_state_baseline,12,10,mood,,excited,excited,True,
random_baseline,12,10,holding,,nothing,key,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,library,library,True,
first_state_baseline,12,10,location,,library,hallway,False,
random_baseline,12,10,mood,,tired,confident,False,
first_state_baseline,12,10,mood,,tired,tired,True,
random_baseline,12,10,holding,,umbrella,ball,False,
first_state_baseline,12,10,holding,,umbrella,nothing,False,
random_baseline,12,10,location,,bathroom,bedroom,False,
first_state_baseline,12,10,location,,bathroom,bathroom,True,
random_baseline,12,10,mood,,happy,sad,False,
first_state_baseline,12,10,mood,,happy,sad,False,
random_baseline,12,10,holding,,ball,bag,False,
first_state_baseline,12,10,holding,,ball,nothing,False,
random_baseline,12,10,location,,bathroom,basement,False,
first_state_baseline,12,10,location,,bathroom,bathroom,True,
random_baseline,12,10,mood,,calm,sad,False,
first_state_baseline,12,10,mood,,calm,calm,True,
random_baseline,12,10,holding,,nothing,book,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,garden,kitchen,False,
first_state_baseline,12,10,location,,garden,hallway,False,
random_baseline,12,10,mood,,sad,tired,False,
first_state_baseline,12,10,mood,,sad,sad,True,
random_baseline,12,10,holding,,nothing,book,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,bathroom,library,False,
first_state_baseline,12,10,location,,bathroom,library,False,
random_baseline,12,10,mood,,sad,sad,True,
first_state_baseline,12,10,mood,,sad,sad,True,
random_baseline,12,10,holding,,nothing,hat,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,bedroom,hallway,False,
first_state_baseline,12,10,location,,bedroom,bedroom,True,
random_baseline,12,10,mood,,calm,confident,False,
first_state_baseline,12,10,mood,,calm,calm,True,
random_baseline,12,10,holding,,nothing,key,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,garden,garden,True,
first_state_baseline,12,10,location,,garden,garden,True,
random_baseline,12,10,mood,,calm,confident,False,
first_state_baseline,12,10,mood,,calm,calm,True,
random_baseline,12,10,holding,,nothing,apple,False,
first_state_baseline,12,10,holding,,nothing,nothing,True,
random_baseline,12,10,location,,office,kitchen,False,
